Name	PubchemFP2	PubchemFP12	PubchemFP15	PubchemFP16	PubchemFP18	PubchemFP19	PubchemFP20	PubchemFP23	PubchemFP24	PubchemFP33	PubchemFP37	PubchemFP143	PubchemFP145	PubchemFP146	PubchemFP179	PubchemFP180	PubchemFP181	PubchemFP185	PubchemFP186	PubchemFP187	PubchemFP188	PubchemFP192	PubchemFP199	PubchemFP213	PubchemFP255	PubchemFP256	PubchemFP257	PubchemFP286	PubchemFP287	PubchemFP293	PubchemFP294	PubchemFP299	PubchemFP305	PubchemFP308	PubchemFP333	PubchemFP334	PubchemFP335	PubchemFP338	PubchemFP339	PubchemFP340	PubchemFP341	PubchemFP342	PubchemFP345	PubchemFP346	PubchemFP352	PubchemFP353	PubchemFP355	PubchemFP356	PubchemFP357	PubchemFP358	PubchemFP362	PubchemFP365	PubchemFP366	PubchemFP370	PubchemFP371	PubchemFP373	PubchemFP374	PubchemFP375	PubchemFP376	PubchemFP377	PubchemFP379	PubchemFP380	PubchemFP381	PubchemFP382	PubchemFP383	PubchemFP384	PubchemFP386	PubchemFP387	PubchemFP391	PubchemFP392	PubchemFP393	PubchemFP396	PubchemFP403	PubchemFP405	PubchemFP406	PubchemFP414	PubchemFP416	PubchemFP418	PubchemFP420	PubchemFP430	PubchemFP431	PubchemFP434	PubchemFP437	PubchemFP438	PubchemFP439	PubchemFP440	PubchemFP441	PubchemFP442	PubchemFP443	PubchemFP446	PubchemFP447	PubchemFP449	PubchemFP450	PubchemFP451	PubchemFP452	PubchemFP453	PubchemFP457	PubchemFP459	PubchemFP464	PubchemFP470	PubchemFP472	PubchemFP476	PubchemFP482	PubchemFP484	PubchemFP487	PubchemFP490	PubchemFP491	PubchemFP493	PubchemFP495	PubchemFP498	PubchemFP501	PubchemFP502	PubchemFP503	PubchemFP506	PubchemFP516	PubchemFP519	PubchemFP520	PubchemFP521	PubchemFP523	PubchemFP524	PubchemFP528	PubchemFP530	PubchemFP531	PubchemFP532	PubchemFP533	PubchemFP535	PubchemFP536	PubchemFP538	PubchemFP539	PubchemFP540	PubchemFP541	PubchemFP542	PubchemFP545	PubchemFP546	PubchemFP548	PubchemFP549	PubchemFP550	PubchemFP552	PubchemFP553	PubchemFP555	PubchemFP556	PubchemFP560	PubchemFP564	PubchemFP565	PubchemFP566	PubchemFP567	PubchemFP569	PubchemFP570	PubchemFP573	PubchemFP574	PubchemFP576	PubchemFP577	PubchemFP578	PubchemFP579	PubchemFP580	PubchemFP584	PubchemFP585	PubchemFP589	PubchemFP591	PubchemFP592	PubchemFP593	PubchemFP594	PubchemFP595	PubchemFP596	PubchemFP597	PubchemFP598	PubchemFP599	PubchemFP600	PubchemFP602	PubchemFP603	PubchemFP604	PubchemFP606	PubchemFP607	PubchemFP608	PubchemFP611	PubchemFP613	PubchemFP614	PubchemFP615	PubchemFP617	PubchemFP618	PubchemFP619	PubchemFP620	PubchemFP623	PubchemFP626	PubchemFP628	PubchemFP632	PubchemFP633	PubchemFP634	PubchemFP636	PubchemFP637	PubchemFP638	PubchemFP640	PubchemFP641	PubchemFP643	PubchemFP645	PubchemFP646	PubchemFP651	PubchemFP654	PubchemFP655	PubchemFP656	PubchemFP657	PubchemFP659	PubchemFP660	PubchemFP664	PubchemFP665	PubchemFP666	PubchemFP667	PubchemFP668	PubchemFP671	PubchemFP672	PubchemFP673	PubchemFP674	PubchemFP677	PubchemFP678	PubchemFP679	PubchemFP680	PubchemFP682	PubchemFP683	PubchemFP684	PubchemFP688	PubchemFP689	PubchemFP690	PubchemFP691	PubchemFP692	PubchemFP695	PubchemFP696	PubchemFP697	PubchemFP698	PubchemFP699	PubchemFP700	PubchemFP702	PubchemFP703	PubchemFP704	PubchemFP708	PubchemFP709	PubchemFP710	PubchemFP711	PubchemFP712	PubchemFP714	PubchemFP735	PubchemFP755	PubchemFP756	PubchemFP758	PubchemFP767	PubchemFP777	PubchemFP779	PubchemFP797	PubchemFP798	PubchemFP818	PubchemFP819	PubchemFP821	PubchemFP830
D00380	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00392	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00394	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	1	1	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
D00418	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	0	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00437	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
D00438	1	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	1	0	1	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00451	1	0	1	0	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0
D00456	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	1	0	0	1	0	0	1	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	1	0	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0
D00464	0	0	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	1	0	1	1	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
D00474	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00477	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	1	1	0	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
D00480	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
D00495	0	0	0	0	1	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00499	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00504	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00512	0	0	1	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00513	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	0	1	1	0	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	1	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0
D00519	0	0	1	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
D00521	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00524	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00528	0	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	1	1	1	0	1	0	1	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00530	0	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0	0	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D00533	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
